ocel:eid,ocel:timestamp,ocel:activity,ocel:type:MATNR,ocel:type:WERKS,ocel:type:QNAME,ocel:type:NLPLA,ocel:type:NLQNR
9192,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-06-10'],['02-06-10_0000000610']
9193,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-06-10'],['03-06-10_0000000611']
9194,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-01'],['01-07-01_0000000612']
9195,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-01'],['02-07-01_0000000613']
9196,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-01'],['03-07-01_0000000614']
9197,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-02'],['01-07-02_0000000615']
9198,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-02'],['02-07-02_0000000616']
9199,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-02'],['03-07-02_0000000617']
9200,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-03'],['01-07-03_0000000618']
9201,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-03'],['02-07-03_0000000619']
9202,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-03'],['03-07-03_0000000620']
9203,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-04'],['01-07-04_0000000621']
9204,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-04'],['02-07-04_0000000622']
9205,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-04'],['03-07-04_0000000623']
9206,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-05'],['01-07-05_0000000624']
9207,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-05'],['02-07-05_0000000625']
9208,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-05'],['03-07-05_0000000626']
9209,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-06'],['01-07-06_0000000627']
9210,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-06'],['02-07-06_0000000628']
9211,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-06'],['03-07-06_0000000629']
9212,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-07'],['01-07-07_0000000630']
9213,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-07'],['02-07-07_0000000631']
9214,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-07'],['03-07-07_0000000632']
9215,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-08'],['01-07-08_0000000633']
9216,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-08'],['02-07-08_0000000634']
9217,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-08'],['03-07-08_0000000635']
9218,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-09'],['01-07-09_0000000636']
9219,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-09'],['02-07-09_0000000637']
9220,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-09'],['03-07-09_0000000638']
9221,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-07-10'],['01-07-10_0000000639']
9222,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-07-10'],['02-07-10_0000000640']
9223,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-07-10'],['03-07-10_0000000641']
9224,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-01'],['01-08-01_0000000642']
9225,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-01'],['02-08-01_0000000643']
9226,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-01'],['03-08-01_0000000644']
9227,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-02'],['01-08-02_0000000645']
9228,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-02'],['02-08-02_0000000646']
9229,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-02'],['03-08-02_0000000647']
9230,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-03'],['01-08-03_0000000648']
9231,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-03'],['02-08-03_0000000649']
9232,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-03'],['03-08-03_0000000650']
9233,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-04'],['01-08-04_0000000651']
9234,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-04'],['02-08-04_0000000652']
9235,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-04'],['03-08-04_0000000653']
9236,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-05'],['01-08-05_0000000654']
9237,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-05'],['02-08-05_0000000655']
9238,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-05'],['03-08-05_0000000656']
9239,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-06'],['01-08-06_0000000657']
9240,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-06'],['02-08-06_0000000658']
9241,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-06'],['03-08-06_0000000659']
9242,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-07'],['01-08-07_0000000660']
9243,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-07'],['02-08-07_0000000661']
9244,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-07'],['03-08-07_0000000662']
9245,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-08'],['01-08-08_0000000663']
9246,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-08'],['02-08-08_0000000664']
9247,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-08'],['03-08-08_0000000665']
9248,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-09'],['01-08-09_0000000666']
9249,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-09'],['02-08-09_0000000667']
9250,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-09'],['03-08-09_0000000668']
9251,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-08-10'],['01-08-10_0000000669']
9252,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-08-10'],['02-08-10_0000000670']
9253,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-08-10'],['03-08-10_0000000671']
9254,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-09-01'],['01-09-01_0000000672']
9255,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-09-01'],['02-09-01_0000000673']
9256,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['03-09-01'],['03-09-01_0000000674']
9257,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['01-09-02'],['01-09-02_0000000675']
9258,2003-11-21 23:58:00,Goods Receipt,['T-MS05'],['1000'],['KUNITZ'],['02-09-02'],['02-09-02_0000000676']
9259,2003-11-28 16:59:09,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000024']
9260,2003-11-28 16:59:22,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000025']
9261,2003-11-28 16:59:26,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000026']
9262,2003-11-28 16:59:29,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000032']
9263,2003-11-28 16:59:48,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000033']
9264,2003-11-28 16:59:52,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000034']
9265,2003-11-28 17:01:58,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000035']
9266,2003-11-28 17:02:17,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000036']
9267,2003-11-28 17:12:20,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013096'],['0080013096_0000000038']
9268,2003-11-28 17:18:48,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013097'],['0080013097_0000000040']
9269,2003-11-28 17:18:48,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013097'],['0080013097_0000000041']
9270,2003-11-28 17:24:54,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013098'],['0080013098_0000000043']
9271,2003-11-28 17:24:54,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013098'],['0080013098_0000000044']
9272,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000024']
9273,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000025']
9274,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000026']
9275,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000032']
9276,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000033']
9277,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000034']
9278,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000035']
9279,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000036']
9280,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013096'],['0080013096_0000000038']
9281,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013097'],['0080013097_0000000040']
9282,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013097'],['0080013097_0000000041']
9283,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013098'],['0080013098_0000000043']
9284,2003-11-28 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013098'],['0080013098_0000000044']
9285,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000024']
9286,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000025']
9287,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000026']
9288,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000032']
9289,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000033']
9290,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000034']
9291,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000035']
9292,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000036']
9293,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013096'],['0080013096_0000000038']
9294,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013097'],['0080013097_0000000040']
9295,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013097'],['0080013097_0000000041']
9296,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013098'],['0080013098_0000000043']
9297,2003-11-28 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013098'],['0080013098_0000000044']
9298,2003-11-30 07:43:02,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000054']
9299,2003-11-30 07:43:06,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000055']
9300,2003-11-30 07:43:09,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000056']
9301,2003-11-30 07:52:21,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000058']
9302,2003-11-30 07:52:21,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000059']
9303,2003-11-30 07:52:21,Transfer Confirmation,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000060']
9304,2003-11-30 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000054']
9305,2003-11-30 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000055']
9306,2003-11-30 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000056']
9307,2003-11-30 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000058']
9308,2003-11-30 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000059']
9309,2003-11-30 23:58:00,Goods Receipt,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000060']
9310,2003-11-30 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000054']
9311,2003-11-30 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000055']
9312,2003-11-30 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['BLOCK-01'],['BLOCK-01_0000000056']
9313,2003-11-30 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000058']
9314,2003-11-30 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000059']
9315,2003-11-30 23:59:00,Shelf Life Expiration,['CPF10110'],['CPF5'],['KETTNERC'],['0080013099'],['0080013099_0000000060']
9316,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-01-01'],['01-01-01_0000000172']
9317,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-01-01'],['02-01-01_0000000173']
9318,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-01-01'],['03-01-01_0000000174']
9319,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-02-01'],['01-02-01_0000000175']
9320,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-02-01'],['02-02-01_0000000176']
9321,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-02-01'],['03-02-01_0000000177']
9322,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-03-01'],['01-03-01_0000000178']
9323,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-03-01'],['02-03-01_0000000179']
9324,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-03-01'],['03-03-01_0000000180']
9325,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-01-02'],['01-01-02_0000000181']
9326,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-01-02'],['02-01-02_0000000182']
9327,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-01-02'],['03-01-02_0000000183']
9328,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-02-02'],['01-02-02_0000000184']
9329,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-02-02'],['02-02-02_0000000185']
9330,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-02-02'],['03-02-02_0000000186']
9331,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-03-02'],['01-03-02_0000000187']
9332,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-03-02'],['02-03-02_0000000188']
9333,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-03-02'],['03-03-02_0000000189']
9334,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-01-03'],['01-01-03_0000000190']
9335,2004-01-12 17:21:12,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-01-03'],['02-01-03_0000000191']
9336,2004-01-12 17:24:48,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-01-01'],['04-01-01_0000000193']
9337,2004-01-12 17:24:53,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-01-01'],['05-01-01_0000000195']
9338,2004-01-12 17:24:56,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-02-01'],['04-02-01_0000000197']
9339,2004-01-12 17:24:58,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-02-01'],['05-02-01_0000000199']
9340,2004-01-12 17:25:03,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-03-01'],['04-03-01_0000000201']
9341,2004-01-12 17:25:06,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-03-01'],['05-03-01_0000000203']
9342,2004-01-12 17:25:09,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-01-02'],['04-01-02_0000000205']
9343,2004-01-12 17:25:11,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-01-02'],['05-01-02_0000000207']
9344,2004-01-12 17:25:14,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-02-02'],['04-02-02_0000000209']
9345,2004-01-12 17:25:16,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-02-02'],['05-02-02_0000000211']
9346,2004-01-12 17:25:22,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-03-02'],['04-03-02_0000000213']
9347,2004-01-12 17:25:24,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-03-02'],['05-03-02_0000000215']
9348,2004-01-12 17:25:27,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-01-03'],['03-01-03_0000000217']
9349,2004-01-12 17:25:29,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-01-03'],['04-01-03_0000000219']
9350,2004-01-12 17:25:32,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-01-03'],['05-01-03_0000000221']
9351,2004-01-12 17:25:34,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['01-02-03'],['01-02-03_0000000223']
9352,2004-01-12 17:25:37,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['02-02-03'],['02-02-03_0000000225']
9353,2004-01-12 17:25:40,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['03-02-03'],['03-02-03_0000000227']
9354,2004-01-12 17:25:43,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['04-02-03'],['04-02-03_0000000229']
9355,2004-01-12 17:25:47,Transfer Confirmation,['P-104'],['3000'],['OBERBOERSCHG'],['05-02-03'],['05-02-03_0000000231']
9356,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-01-01'],['01-01-01_0000000172']
9357,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-01-01'],['02-01-01_0000000173']
9358,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-01-01'],['03-01-01_0000000174']
9359,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-02-01'],['01-02-01_0000000175']
9360,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-02-01'],['02-02-01_0000000176']
9361,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-02-01'],['03-02-01_0000000177']
9362,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-03-01'],['01-03-01_0000000178']
9363,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-03-01'],['02-03-01_0000000179']
9364,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-03-01'],['03-03-01_0000000180']
9365,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-01-02'],['01-01-02_0000000181']
9366,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-01-02'],['02-01-02_0000000182']
9367,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-01-02'],['03-01-02_0000000183']
9368,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-02-02'],['01-02-02_0000000184']
9369,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-02-02'],['02-02-02_0000000185']
9370,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-02-02'],['03-02-02_0000000186']
9371,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-03-02'],['01-03-02_0000000187']
9372,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-03-02'],['02-03-02_0000000188']
9373,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-03-02'],['03-03-02_0000000189']
9374,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['01-01-03'],['01-01-03_0000000190']
9375,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['02-01-03'],['02-01-03_0000000191']
9376,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-01-01'],['04-01-01_0000000193']
9377,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-01-01'],['05-01-01_0000000195']
9378,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-02-01'],['04-02-01_0000000197']
9379,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-02-01'],['05-02-01_0000000199']
9380,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-03-01'],['04-03-01_0000000201']
9381,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-03-01'],['05-03-01_0000000203']
9382,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-01-02'],['04-01-02_0000000205']
9383,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-01-02'],['05-01-02_0000000207']
9384,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-02-02'],['04-02-02_0000000209']
9385,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-02-02'],['05-02-02_0000000211']
9386,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-03-02'],['04-03-02_0000000213']
9387,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-03-02'],['05-03-02_0000000215']
9388,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['03-01-03'],['03-01-03_0000000217']
9389,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['04-01-03'],['04-01-03_0000000219']
9390,2004-01-12 23:58:00,Goods Receipt,['P-104'],['3000'],['OBERBOERSCHG'],['05-01-03'],['05-01-03_0000000221']
